         234878 function calls (229087 primitive calls) in 0.521 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 tokenize.py:355(detect_encoding)
        1    0.000    0.000    0.000    0.000 threading.py:1190(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:150(HelpFormatter)
        1    0.000    0.000    0.000    0.000 bz2.py:32(BZ2File)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6241(MaskedConstant)
        1    0.000    0.000    0.000    0.000 lazy.py:172(<listcomp>)
        1    0.000    0.000    0.000    0.000 dist.py:30(Distribution)
       21    0.000    0.000    0.000    0.000 fancy_getopt.py:429(translate_longopt)
        1    0.000    0.000    0.000    0.000 getopt.py:15(<module>)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:542(Popen)
        1    0.000    0.000    0.000    0.000 client.py:107(<dictcomp>)
        1    0.000    0.000    0.000    0.000 <string>:5(Traceback)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:383(SSLContext)
        1    0.000    0.000    0.000    0.000 ssl.py:567(SSLObject)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1245(IPv4Address)
        7    0.000    0.000    0.000    0.000 typing.py:206(__new__)
        2    0.000    0.000    0.000    0.000 typing.py:790(__getitem__)
        7    0.000    0.000    0.000    0.000 config.py:800(<listcomp>)
        1    0.000    0.000    0.000    0.000 <string>:5(DeprecatedOption)
        1    0.000    0.000    0.000    0.000 terminal.py:13(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(RegisteredOption)
        1    0.000    0.000    0.001    0.001 printing.py:3(<module>)
        1    0.000    0.000    0.000    0.000 dtypes.py:383(DatetimeTZDtype)
       20    0.000    0.000    0.000    0.000 base.py:4736(_make_evaluate_unary)
        1    0.000    0.000    0.000    0.000 offsets.py:1319(Week)
        6    0.000    0.000    0.000    0.000 ops.py:1126(_comp_method_SERIES)
       21    0.000    0.000    0.000    0.000 datetimes.py:63(_field_accessor)
        1    0.000    0.000    0.000    0.000 timedeltas.py:182(_add_comparison_methods)
        1    0.000    0.000    0.000    0.000 _tools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _core.py:2911(FramePlotMethods)
        3    0.000    0.000    0.000    0.000 excel.py:245(register_writer)
        1    0.000    0.000    0.000    0.000 excel.py:788(ExcelWriter)
        1    0.000    0.000    0.000    0.000 excel.py:992(_OpenpyxlWriter)
        1    0.000    0.000    0.000    0.000 feather_format.py:1(<module>)
       45    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        1    0.000    0.000    0.000    0.000 warnings.py:119(filterwarnings)
        5    0.000    0.000    0.000    0.000 textwrap.py:342(wrap)
        2    0.000    0.000    0.000    0.000 textwrap.py:381(fill)
        4    0.000    0.000    0.000    0.000 re.py:204(split)
        1    0.000    0.000    0.000    0.000 enum.py:848(<listcomp>)
       33    0.000    0.000    0.000    0.000 enum.py:866(<lambda>)
        3    0.000    0.000    0.000    0.000 gettext.py:572(dgettext)
        1    0.000    0.000    0.000    0.000 _internal.py:216(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.copyto}
        1    0.000    0.000    0.000    0.000 _internal.py:246(_ctypes)
       39    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
       16    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.geterrobj}
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.002    0.002 linecache.py:6(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1251(Logger)
        1    0.000    0.000    0.000    0.000 threading.py:334(notify)
        1    0.000    0.000    0.000    0.000 threading.py:566(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:757(__init__)
        3    0.000    0.000    0.000    0.000 argparse.py:1480(_get_handler)
        1    0.000    0.000    0.000    0.000 argparse.py:1581(ArgumentParser)
        1    0.000    0.000    0.000    0.000 utils.py:1914(suppress_warnings)
        1    0.000    0.000    0.000    0.000 <string>:5(usage)
        1    0.000    0.000    0.000    0.000 random.py:71(Random)
        1    0.000    0.000    0.000    0.000 linalg.py:74(_determine_error_states)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1764(Laguerre)
        1    0.000    0.000    0.000    0.000 lazy.py:118(<listcomp>)
        1    0.000    0.000    0.000    0.000 tzfile.py:4(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:389(wrapper)
        1    0.000    0.000    0.000    0.000 dist.py:1012(DistributionMetadata)
        1    0.000    0.000    0.000    0.000 <string>:5(SelectorKey)
        1    0.000    0.000    0.000    0.000 <string>:5(Attribute)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgSpec)
        1    0.000    0.000    0.000    0.000 <string>:5(ClosureVars)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        4    0.000    0.000    0.000    0.000 ssl.py:360(__new__)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1877(IPv6Address)
        1    0.000    0.000    0.000    0.000 <string>:5(_ASN1Object)
        2    0.000    0.000    0.000    0.000 six.py:91(__get__)
        1    0.000    0.000    0.000    0.000 typing.py:907(GenericMeta)
        1    0.000    0.000    0.000    0.000 typing.py:2345(TextIO)
        2    0.000    0.000    0.000    0.000 dtypes.py:401(__new__)
        2    0.000    0.000    0.000    0.000 dtypes.py:459(construct_from_string)
        1    0.000    0.000    0.027    0.027 base.py:7(<module>)
        1    0.000    0.000    0.000    0.000 function.py:29(CompatValidator)
        2    0.000    0.000    0.000    0.000 nanops.py:493(_nanminmax)
        1    0.000    0.000    0.000    0.000 offsets.py:521(__init__)
        1    0.000    0.000    0.000    0.000 offsets.py:513(BusinessDay)
        1    0.000    0.000    0.000    0.000 category.py:849(_add_accessors)
        1    0.000    0.000    0.000    0.000 numeric.py:26(NumericIndex)
        1    0.000    0.000    0.000    0.000 request.py:900(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 request.py:1664(URLopener)
        1    0.000    0.000    0.000    0.000 _style.py:107(_Options)
        1    0.000    0.000    0.000    0.000 _compat.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _core.py:2712(SeriesPlotMethods)
        1    0.000    0.000    0.000    0.000 ops.py:44(Term)
        1    0.000    0.000    0.000    0.000 clipboards.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:1829(__init__)
        1    0.000    0.000    0.000    0.000 normalize.py:4(<module>)
        2    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       15    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       19    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:674(_load)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:736(exec_module)
        2    0.000    0.000    0.000    0.000 codecs.py:308(__init__)
       21    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        1    0.000    0.000    0.000    0.000 warnings.py:398(__init__)
        1    0.000    0.000    0.044    0.044 pharmacy_counting.py:24(test_run)
       10    0.000    0.000    0.001    0.000 enum.py:758(_missing_)
        1    0.000    0.000    0.000    0.000 copy.py:66(copy)
       39    0.000    0.000    0.000    0.000 copy.py:190(_deepcopy_atomic)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(DefragResult)
       40    0.000    0.000    0.000    0.000 numerictypes.py:154(english_upper)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 records.py:217(record)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
       20    0.000    0.000    0.000    0.000 tokenize.py:112(group)
        1    0.000    0.000    0.000    0.000 <string>:5(Mismatch)
        1    0.000    0.000    0.000    0.000 <string>:5(Match)
        1    0.000    0.000    0.000    0.000 string.py:77(Template)
        1    0.000    0.000    0.000    0.000 <string>:5(_LoggingWatcher)
        8    0.000    0.000    0.000    0.000 argparse.py:1278(_registry_get)
        2    0.000    0.000    0.000    0.000 argparse.py:1350(add_argument_group)
        3    0.000    0.000    0.000    0.000 argparse.py:1476(_pop_action_class)
        1    0.000    0.000    0.000    0.000 argparse.py:1220(_ActionsContainer)
        3    0.000    0.000    0.000    0.000 argparse.py:2348(_get_formatter)
        1    0.000    0.000    0.000    0.000 random.py:96(seed)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
       10    0.000    0.000    0.000    0.000 pytesttester.py:69(__init__)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1814(Hermite)
        1    0.000    0.000    0.001    0.001 version.py:27(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2402(Parameter)
        1    0.000    0.000    0.000    0.000 <string>:5(Arguments)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgInfo)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:7(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        3    0.000    0.000    0.000    0.000 __init__.py:35(__deprecate_private_class)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 _parser.py:247(parserinfo)
        1    0.000    0.000    0.000    0.000 six.py:475(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 tz.py:374(tzfile)
        3    0.000    0.000    0.000    0.000 _common.py:128(_validate_fromutc_inputs)
       16    0.000    0.000    0.000    0.000 typing.py:646(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:686(_Union)
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_bool}
        1    0.000    0.000    0.000    0.000 console.py:3(<module>)
        2    0.000    0.000    0.000    0.000 common.py:1936(_validate_date_like_dtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:497(PeriodDtype)
       15    0.000    0.000    0.000    0.000 _decorators.py:60(<genexpr>)
        1    0.000    0.000    0.000    0.000 groupby.py:355(Grouper)
        1    0.000    0.000    0.000    0.000 offsets.py:855(CustomBusinessDay)
        1    0.000    0.000    0.000    0.000 offsets.py:1011(_CustomBusinessMonth)
        1    0.000    0.000    0.000    0.000 offsets.py:1110(SemiMonthOffset)
        7    0.000    0.000    0.000    0.000 {pandas._libs.tslibs.offsets.apply_index_wraps}
      112    0.000    0.000    0.000    0.000 ops.py:856(<lambda>)
        4    0.000    0.000    0.000    0.000 datetimes.py:282(_join_i8_wrapper)
       12    0.000    0.000    0.000    0.000 period.py:53(_field_accessor)
        6    0.000    0.000    0.000    0.000 period.py:77(_period_index_cmp)
        1    0.000    0.000    0.000    0.000 period.py:226(_add_comparison_methods)
        1    0.000    0.000    0.000    0.000 internals.py:1852(ExtensionBlock)
        2    0.000    0.000    0.000    0.000 _style.py:119(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(Boxplot)
        1    0.000    0.000    0.000    0.000 window.py:772(_GroupByMixin)
        1    0.000    0.000    0.000    0.000 ops.py:178(Op)
        1    0.000    0.000    0.000    0.000 excel.py:1568(_XlsxStyler)
        1    0.000    0.000    0.000    0.000 json.py:582(Parser)
        1    0.000    0.000    0.000    0.000 stata.py:2666(StataWriter117)
        1    0.000    0.000    0.000    0.000 <string>:5(ExtType)
        1    0.000    0.000    0.000    0.000 gbq.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        6    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        5    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       13    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        2    0.000    0.000    0.000    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:622(_load_backward_compatible)
        1    0.000    0.000    0.003    0.003 <frozen importlib._bootstrap_external>:845(_cache_bytecode)
        1    0.000    0.000    0.000    0.000 _bootlocale.py:23(getpreferredencoding)
        2    0.000    0.000    0.000    0.000 os.py:678(__delitem__)
        3    0.000    0.000    0.000    0.000 os.py:746(decode)
        1    0.000    0.000    0.000    0.000 posixpath.py:50(normcase)
        1    0.000    0.000    0.000    0.000 posixpath.py:142(basename)
        1    0.000    0.000    0.000    0.000 warnings.py:20(_showwarnmsg_impl)
        1    0.000    0.000    0.000    0.000 weakref.py:354(__init__)
       12    0.000    0.000    0.000    0.000 contextlib.py:79(__enter__)
        2    0.000    0.000    0.000    0.000 textwrap.py:356(fill)
        6    0.000    0.000    0.000    0.000 re.py:324(_subx)
