         234878 function calls (229087 primitive calls) in 0.521 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pathlib.py:126(<setcomp>)
        2    0.000    0.000    0.000    0.000 pathlib.py:390(_wrap_binary_strfunc)
        3    0.000    0.000    0.000    0.000 numeric.py:2891(__enter__)
        2    0.000    0.000    0.000    0.000 arrayprint.py:450(decorating_function)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1168(LongComplexFormat)
        2    0.000    0.000    0.000    0.000 arrayprint.py:1506(set_string_function)
        1    0.000    0.000    0.000    0.000 getlimits.py:455(iinfo)
        1    0.000    0.000    0.000    0.000 __init__.py:678(Filterer)
        1    0.000    0.000    0.000    0.000 __init__.py:750(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 threading.py:87(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:512(set)
        3    0.000    0.000    0.000    0.000 argparse.py:1551(_add_action)
        4    0.000    0.000    0.000    0.000 argparse.py:2083(_parse_optional)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        3    0.000    0.000    0.000    0.000 ufunclike.py:14(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arraysetops.py:27(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:270(NameValidator)
        1    0.000    0.000    0.000    0.000 polynomial.py:1606(Polynomial)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2109(Chebyshev)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:323(_get_typecodes)
        1    0.000    0.000    0.000    0.000 __init__.py:370(_FixedOffset)
        2    0.000    0.000    0.000    0.000 __init__.py:205(iteritems)
        1    0.000    0.000    0.000    0.000 sysconfig.py:41(_is_python_source_dir)
        1    0.000    0.000    0.000    0.000 version.py:31(Version)
        1    0.000    0.000    0.001    0.001 version.py:93(StrictVersion)
        1    0.000    0.000    0.000    0.000 inspect.py:2384(_ParameterKind)
        1    0.000    0.000    0.000    0.000 inspect.py:2683(Signature)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 calendar.py:129(Calendar)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:376(Purpose)
        1    0.000    0.000    0.000    0.000 _parser.py:399(_ymd)
        1    0.000    0.000    0.000    0.000 tz.py:189(tzlocal)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 win.py:2(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:280(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:2331(BinaryIO)
        7    0.000    0.000    0.000    0.000 config.py:799(<listcomp>)
        1    0.000    0.000    0.000    0.000 console.py:14(detect_console_encoding)
        1    0.000    0.000    0.000    0.000 _decorators.py:212(Substitution)
        1    0.000    0.000    0.000    0.000 accessor.py:13(DirNamesMixin)
        1    0.000    0.000    0.000    0.000 base.py:651(GroupByMixin)
        1    0.000    0.000    0.000    0.000 offsets.py:924(CustomBusinessHour)
        1    0.000    0.000    0.000    0.000 offsets.py:1585(QuarterOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:2162(Easter)
        7    0.000    0.000    0.000    0.000 offsets.py:2219(__init__)
        4    0.000    0.000    0.000    0.000 strings.py:1849(_pat_wrapper)
        8    0.000    0.000    0.000    0.000 datetimelike.py:280(_join_i8_wrapper)
        4    0.000    0.000    0.000    0.000 timedeltas.py:163(_join_i8_wrapper)
        4    0.000    0.000    0.000    0.000 generic.py:9003(<listcomp>)
        1    0.000    0.000    0.000    0.000 internals.py:2627(DatetimeBlock)
        1    0.000    0.000    0.000    0.000 internals.py:5755(JoinUnit)
        1    0.000    0.000    0.000    0.000 zipfile.py:295(ZipInfo)
        1    0.000    0.000    0.000    0.000 response.py:7(<module>)
        3    0.000    0.000    0.000    0.000 series.py:111(_coerce_method)
        1    0.000    0.000    0.000    0.000 _core.py:804(PlanePlot)
        1    0.000    0.000    0.000    0.000 _core.py:1558(BoxPlot)
        1    0.000    0.000    0.000    0.000 plotting.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 pytables.py:3930(AppendableTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4334(AppendableMultiFrameTable)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tester.py:3(<module>)
        1    0.000    0.000    0.000    0.000 testing.py:59(set_testing_mode)
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
       21    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
       36    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1359(_get_supported_file_loaders)
        1    0.000    0.000    0.000    0.000 warnings.py:143(simplefilter)
        2    0.000    0.000    0.000    0.000 warnings.py:428(__init__)
        2    0.000    0.000    0.000    0.000 re.py:314(_compile_repl)
       10    0.000    0.000    0.000    0.000 enum.py:597(value)
        3    0.000    0.000    0.000    0.000 gettext.py:611(gettext)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        5    0.000    0.000    0.000    0.000 datetime.py:45(_days_in_month)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_typeDict}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.datetime_data}
        2    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 parse.py:346(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 __init__.py:151(py_object)
        1    0.000    0.000    0.000    0.000 __init__.py:332(__init__)
        3    0.000    0.000    0.000    0.000 numeric.py:2887(__init__)
        3    0.000    0.000    0.000    0.000 numeric.py:2896(__exit__)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 linecache.py:15(getline)
        1    0.000    0.000    0.000    0.000 linecache.py:37(getlines)
        1    0.000    0.000    0.000    0.000 __init__.py:239(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:1077(_StderrHandler)
        1    0.000    0.000    0.000    0.000 threading.py:893(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        3    0.000    0.000    0.000    0.000 argparse.py:202(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:921(_AppendAction)
        2    0.000    0.000    0.000    0.000 argparse.py:2282(_get_value)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
        1    0.000    0.000    0.000    0.000 utils.py:1849(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        3    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        3    0.000    0.000    0.000    0.000 index_tricks.py:241(__init__)
        2    0.000    0.000    0.000    0.000 helper.py:245(__init__)
        1    0.000    0.000    0.000    0.000 legendre.py:1794(Legendre)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1811(HermiteE)
        6    0.000    0.000    0.000    0.000 core.py:842(__init__)
        1    0.000    0.000    0.000    0.000 core.py:973(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 imp.py:220(load_module)
        1    0.000    0.000    0.000    0.000 fancy_getopt.py:373(<dictcomp>)
        1    0.000    0.000    0.000    0.000 dep_util.py:5(<module>)
        1    0.000    0.000    0.000    0.000 debug.py:1(<module>)
       19    0.000    0.000    0.000    0.000 inspect.py:2483(name)
       19    0.000    0.000    0.000    0.000 inspect.py:2487(default)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:495(AddressList)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1362(IPv4Interface)
        1    0.000    0.000    0.000    0.000 __init__.py:20(__deprecated_private_func)
        3    0.000    0.000    0.000    0.000 __init__.py:42(private_class)
        1    0.000    0.000    0.000    0.000 _parser.py:573(parser)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 tz.py:36(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:858(tzrange)
        1    0.000    0.000    0.000    0.000 _common.py:263(tzrangebase)
        1    0.000    0.000    0.000    0.000 <string>:2(<module>)
       12    0.000    0.000    0.000    0.000 algorithms.py:1253(_view_wrapper)
        4    0.000    0.000    0.000    0.000 common.py:369(is_datetime64tz_dtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:11(PandasExtensionDtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:614(IntervalDtype)
        6    0.000    0.000    0.000    0.000 categorical.py:63(_cat_compare_op)
        6    0.000    0.000    0.000    0.000 accessor.py:125(__init__)
        1    0.000    0.000    0.000    0.000 offsets.py:616(BusinessHourMixin)
        1    0.000    0.000    0.000    0.000 offsets.py:878(__init__)
        1    0.000    0.000    0.000    0.000 offsets.py:1201(SemiMonthEnd)
       20    0.000    0.000    0.000    0.000 ops.py:945(<genexpr>)
        1    0.000    0.000    0.000    0.000 frozen.py:84(FrozenNDArray)
        6    0.000    0.000    0.000    0.000 datetimes.py:103(_dt_index_cmp)
        4    0.000    0.000    0.000    0.000 timedeltas.py:42(_field_accessor)
        6    0.000    0.000    0.000    0.000 timedeltas.py:56(_td_index_cmp)
        1    0.000    0.000    0.000    0.000 __init__.py:302(loads)
        1    0.000    0.000    0.000    0.000 decoder.py:334(decode)
        1    0.000    0.000    0.000    0.000 indexing.py:1361(_IXIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:1519(_LocIndexer)
        1    0.000    0.000    0.000    0.000 internals.py:2267(BoolBlock)
        1    0.000    0.000    0.000    0.000 internals.py:2545(CategoricalBlock)
        1    0.000    0.000    0.000    0.000 common.py:453(MMapWrapper)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
       11    0.000    0.000    0.000    0.000 _compat.py:9(_mpl_version)
        2    0.000    0.000    0.000    0.000 util.py:73(compose)
        1    0.000    0.000    0.000    0.000 scipy_sparse.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _depr_module.py:4(<module>)
        1    0.000    0.000    0.000    0.000 scope.py:80(Scope)
        1    0.000    0.000    0.000    0.000 engines.py:41(AbstractEngine)
        1    0.000    0.000    0.000    0.000 engines.py:101(NumExprEngine)
        2    0.000    0.000    0.000    0.000 parsers.py:538(_make_parser_function)
        1    0.000    0.000    0.000    0.000 parsers.py:2015(PythonParser)
        1    0.000    0.000    0.000    0.000 date_converters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:1769(GenericIndexCol)
        1    0.000    0.000    0.000    0.000 pytables.py:2972(PanelFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:4227(AppendableSeriesTable)
        1    0.000    0.000    0.000    0.000 pytables.py:69(BinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:571(TermValue)
        1    0.000    0.000    0.000    0.000 sql.py:1342(SQLiteDatabase)
        1    0.000    0.000    0.002    0.002 testing.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:22(get_versions)
        4    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       21    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        4    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        2    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        1    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:47(_w_long)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:735(source_to_code)
        2    0.000    0.000    0.000    0.000 os.py:672(__setitem__)
        2    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        1    0.000    0.000    0.000    0.000 warnings.py:85(_showwarnmsg)
        2    0.000    0.000    0.000    0.000 functools.py:196(<listcomp>)
        9    0.000    0.000    0.000    0.000 __future__.py:79(__init__)
        9    0.000    0.000    0.000    0.000 _globals.py:73(__repr__)
        1    0.000    0.000    0.000    0.000 info.py:156(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        3    0.000    0.000    0.000    0.000 datetime.py:40(_days_before_year)
        2    0.000    0.000    0.000    0.000 datetime.py:688(__new__)
        1    0.000    0.000    0.000    0.000 pathlib.py:127(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:274(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 numerictypes.py:942(_register_types)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 getlimits.py:62(MachArLike)
        1    0.000    0.000    0.000    0.000 tokenize.py:379(read_or_stop)
       10    0.000    0.000    0.000    0.000 case.py:1316(_deprecate)
        1    0.000    0.000    0.000    0.000 difflib.py:1703(HtmlDiff)
        1    0.000    0.000    0.000    0.000 __init__.py:769(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:760(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:1266(__init__)
        3    0.000    0.000    0.000    0.000 threading.py:74(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:357(notify_all)
        3    0.000    0.000    0.000    0.000 argparse.py:569(format)
        3    0.000    0.000    0.000    0.000 argparse.py:560(_metavar_formatter)
        2    0.000    0.000    0.000    0.000 argparse.py:831(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1007(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1050(_SubParsersAction)
        3    0.000    0.000    0.000    0.000 argparse.py:1489(_check_conflict)
        1    0.000    0.000    0.000    0.000 argparse.py:1721(_get_positional_actions)
        1    0.000    0.000    0.000    0.000 argparse.py:1729(parse_args)
        1    0.000    0.000    0.000    0.000 argparse.py:1916(consume_positionals)
        1    0.000    0.000    0.000    0.000 tempfile.py:136(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:416(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
       12    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 npyio.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 _datasource.py:263(DataSource)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.000    0.000 info.py:184(<module>)
        1    0.000    0.000    0.000    0.000 info.py:86(<module>)
        3    0.000    0.000    0.000    0.000 core.py:1359(getmask)
        1    0.000    0.000    0.000    0.000 core.py:3075(view)
        1    0.000    0.000    0.000    0.000 core.py:6045(mvoid)
        2    0.000    0.000    0.000    0.000 core.py:6333(__setattr__)
        2    0.000    0.000    0.000    0.000 core.py:6434(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:124(lrange)
        8    0.000    0.000    0.000    0.000 __init__.py:259(u)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 fancy_getopt.py:29(FancyGetopt)
        1    0.000    0.000    0.000    0.000 version.py:267(LooseVersion)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
       19    0.000    0.000    0.000    0.000 inspect.py:2495(kind)
        1    0.000    0.000    0.000    0.000 client.py:1355(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.000    0.000 socket.py:543(SocketIO)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:501(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2057(IPv6Interface)
        1    0.000    0.000    0.000    0.000 chainmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:195(load_module)
        1    0.000    0.000    0.000    0.000 tz.py:121(tzoffset)
        1    0.000    0.000    0.000    0.000 tz.py:1151(_tzicalvtz)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
       11    0.000    0.000    0.000    0.000 typing.py:512(<genexpr>)
       12    0.000    0.000    0.000    0.000 typing.py:651(<genexpr>)
        2    0.000    0.000    0.000    0.000 typing.py:805(_subs_tree)
       16    0.000    0.000    0.000    0.000 typing.py:1110(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:1240(__getitem__)
        1    0.000    0.000    0.000    0.000 <string>:2(AsyncContextManager)
        1    0.000    0.000    0.013    0.013 __init__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 config.py:550(_get_root)
        7    0.000    0.000    0.000    0.000 config.py:789(inner)
        1    0.000    0.000    0.000    0.000 dtypes.py:156(_finalize)
        1    0.000    0.000    0.000    0.000 dtypes.py:278(validate_ordered)
        1    0.000    0.000    0.000    0.000 common.py:250(groupby)
        1    0.000    0.000    0.000    0.000 categorical.py:2349(CategoricalAccessor)
        1    0.000    0.000    0.000    0.000 base.py:85(PandasObject)
        1    0.000    0.000    0.000    0.000 groupby.py:4930(PanelGroupBy)
        1    0.000    0.000    0.000    0.000 groupby.py:5021(DataSplitter)
        1    0.000    0.000    0.000    0.000 offsets.py:465(__init__)
        1    0.000    0.000    0.000    0.000 offsets.py:953(MonthOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1692(YearOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1968(FY5253Quarter)
        1    0.000    0.000    0.000    0.000 generic.py:8871(_add_series_only_operations)
        1    0.000    0.000    0.000    0.000 indexing.py:2126(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 internals.py:1717(NonConsolidatableMixIn)
        1    0.000    0.000    0.000    0.000 internals.py:2293(ObjectBlock)
        1    0.000    0.000    0.000    0.000 internals.py:2778(DatetimeTZBlock)
        1    0.000    0.000    0.000    0.000 format.py:1421(EngFormatter)
        1    0.000    0.000    0.000    0.000 common.py:431(BytesZipFile)
        1    0.000    0.000    0.000    0.000 csv.py:81(DictReader)
        1    0.000    0.000    0.000    0.000 zipfile.py:717(_Tellable)
        1    0.000    0.000    0.001    0.001 request.py:941(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 _core.py:933(LinePlot)
        1    0.000    0.000    0.000    0.000 reshape.py:35(_Unstacker)
        1    0.000    0.000    0.000    0.000 align.py:44(_filter_special_cases)
        1    0.000    0.000    0.000    0.000 ops.py:32(UndefinedVariableError)
        1    0.000    0.000    0.000    0.000 parsers.py:1234(ParserBase)
        1    0.000    0.000    0.000    0.000 excel.py:332(ExcelFile)
        3    0.000    0.000    0.000    0.000 pytables.py:1530(set_name)
        1    0.000    0.000    0.000    0.000 pytables.py:2779(LegacyFrameFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:2789(SeriesFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:4160(AppendableFrameTable)
        1    0.000    0.000    0.000    0.000 expr.py:717(Expr)
        1    0.000    0.000    0.000    0.000 html.py:425(_BeautifulSoupHtml5LibFrameParser)
        1    0.000    0.000    0.000    0.000 sql.py:515(SQLTable)
        1    0.000    0.000    0.000    0.000 stata.py:1908(StataWriter)
        1    0.000    0.000    0.000    0.000 testing.py:2278(SimpleMock)
        1    0.000    0.000    0.000    0.000 {built-in method maketrans}
        4    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
        2    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 {method 'groups' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:373(_calc_mode)
        2    0.000    0.000    0.000    0.000 codecs.py:259(__init__)
        1    0.000    0.000    0.000    0.000 posixpath.py:62(isabs)
        1    0.000    0.000    0.000    0.000 posixpath.py:367(abspath)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        2    0.000    0.000    0.000    0.000 warnings.py:468(__exit__)
        1    0.000    0.000    0.000    0.000 enum.py:43(_make_class_unpicklable)
        1    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        2    0.000    0.000    0.000    0.000 sre_parse.py:452(<listcomp>)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        2    0.000    0.000    0.000    0.000 locale.py:462(_parse_localename)
        1    0.000    0.000    0.000    0.000 _import_tools.py:9(PackageLoader)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:530(__neg__)
        3    0.000    0.000    0.000    0.000 datetime.py:1972(_create)
        1    0.000    0.000    0.000    0.000 accessors.py:114(DatetimeProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:189(TimedeltaProperties)
        7    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        5    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
        2    0.000    0.000    0.000    0.000 pathlib.py:48(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:574(_PathParents)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 __init__.py:311(CDLL)
        2    0.000    0.000    0.000    0.000 __init__.py:412(__init__)
        1    0.000    0.000    0.000    0.000 numeric.py:2902(_setdef)
        1    0.000    0.000    0.000    0.000 pickle.py:184(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:220(_Unframer)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1249(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 traceback.py:223(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:426(TracebackException)
        2    0.000    0.000    0.000    0.000 tokenize.py:114(maybe)
        1    0.000    0.000    0.000    0.000 tokenize.py:385(find_cookie)
        6    0.000    0.000    0.000    0.000 case.py:420(addTypeEqualityFunc)
        1    0.000    0.000    0.000    0.000 case.py:1338(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
        1    0.000    0.000    0.000    0.000 __init__.py:470(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:426(Formatter)
        2    0.000    0.000    0.000    0.000 __init__.py:683(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1148(__init__)
        1    0.000    0.000    0.000    0.000 string.py:173(Formatter)
        1    0.000    0.000    0.000    0.000 threading.py:239(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:242(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:203(Condition)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:270(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 loader.py:76(__init__)
        2    0.000    0.000    0.000    0.000 argparse.py:860(__call__)
        3    0.000    0.000    0.000    0.000 argparse.py:1709(_add_action)
        1    0.000    0.000    0.000    0.000 argparse.py:2067(_match_arguments_partial)
        2    0.000    0.000    0.000    0.000 argparse.py:2186(_get_nargs_pattern)
        2    0.000    0.000    0.000    0.000 argparse.py:2308(_check_value)
        1    0.000    0.000    0.000    0.000 utils.py:997(SafeEval)
        1    0.000    0.000    0.000    0.000 nosetester.py:115(NoseTester)
        1    0.000    0.000    0.000    0.000 index_tricks.py:231(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:136(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _datasource.py:619(Repository)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:177(_ndptr)
        1    0.000    0.000    0.000    0.000 core.py:2375(_MaskedPrintOption)
        2    0.000    0.000    0.000    0.000 core.py:3361(shape)
        4    0.000    0.000    0.000    0.000 core.py:6245(__has_singleton)
        1    0.000    0.000    0.000    0.000 core.py:6269(__array_finalize__)
        1    0.000    0.000    0.000    0.000 extras.py:1443(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 __init__.py:191(UTC)
        1    0.000    0.000    0.000    0.000 exceptions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:76(StaticTzInfo)
        1    0.000    0.000    0.000    0.000 tzfile.py:13(_byte_string)
        1    0.000    0.000    0.000    0.000 imp.py:133(_HackedGetData)
        1    0.000    0.000    0.000    0.000 log.py:14(Log)
        1    0.000    0.000    0.000    0.000 selectors.py:79(BaseSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:205(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:525(KqueueSelector)
        1    0.000    0.000    0.000    0.000 inspect.py:2553(BoundArguments)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 calendar.py:260(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:377(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 ssl.py:355(_ASN1Object)
        1    0.000    0.000    0.000    0.000 ipaddress.py:539(_BaseAddress)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1445(IPv4Network)
        1    0.000    0.000    0.000    0.000 _parser.py:574(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:1361(_result)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        2    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 tz.py:1459(GettzFunc)
        1    0.000    0.000    0.000    0.000 tz.py:1454(__get_gettz)
        1    0.000    0.000    0.000    0.000 _common.py:145(_tzinfo)
        1    0.000    0.000    0.000    0.000 _factories.py:9(__call__)
        1    0.000    0.000    0.000    0.000 typing.py:118(TypingMeta)
        1    0.000    0.000    0.000    0.000 typing.py:216(_ForwardRef)
        6    0.000    0.000    0.000    0.000 typing.py:800(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:822(__hash__)
        1    0.000    0.000    0.000    0.000 typing.py:843(__getitem__)
        1    0.000    0.000    0.000    0.000 typing.py:835(_Optional)
        3    0.000    0.000    0.000    0.000 typing.py:1255(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:1237(TupleMeta)
